contributors_enabled,created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,geo_enabled,lang,listed_count,location,name,profile_background_color,profile_background_image_url,profile_background_tile,profile_banner_url,profile_image_url,profile_link_color,profile_sidebar_fill_color,profile_text_color,protected,screen_name,status_created_at,status_hashtags,status_lang,statuses_count,text,time_zone,url,user_id,user_mentions,verified,follows_subject
False,Thu Jan 02 01:17:40 +0000 2014,False,False,"Libertarian, Minarchist, Laissez Faire Capitalist. Anti-Globalist. Passionate Eurosceptic, Individual Liberty. Atheist. Views my own. RT's Not Endorsements.",2,236,74,True,en,10,Hertfordshire,A Minarchist Rebel #FBPE,000000,http://pbs.twimg.com/profile_background_images/653001489204543488/fxBTXfM-.png,False,https://pbs.twimg.com/profile_banners/2272299786/1513638105,http://pbs.twimg.com/profile_images/934464573469548544/Zc03bNqm_normal.jpg,1B95E0,000000,000000,False,MinarchistRebel,Thu Feb 08 19:41:19 +0000 2018,[],en,11599,"The EU's internal papers leave no doubt that the EU aims to control Britain’s future tax policies, regulations, emp… https://t.co/6dYz1FECC9",Dublin,https://t.co/CJ15wFldiH,2272299786,[],False,874376431949795330
False,Mon Jul 09 12:33:30 +0000 2012,True,False,,98,98,232,True,en,2,,Simon Elliott,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/2381882499/image_normal.jpg,1DA1F2,DDEEF6,333333,False,djsimonelliott,Tue Feb 06 13:37:22 +0000 2018,[],und,2242,https://t.co/QJ7Vn0R24a,,,631134234,[],False,874376431949795330
False,Sun Mar 22 11:52:04 +0000 2015,False,False,"Monitoring antisemitism Events demos, lobbying 2008 https//www.facebook.com/eyeonantisemitism https://t.co/iRtx5iaS0C",3800,8461,2746,False,en,34,London,EyeOnAntisemitism,000000,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/3104464336/1517134036,http://pbs.twimg.com/profile_images/950449610262237184/CzGYX4UN_normal.jpg,FAB81E,000000,000000,False,AntisemitismEye,Thu Feb 08 18:45:33 +0000 2018,[],en,19069,The political fallout from the Newmark scandal will hit both Labour and Conservatives https://t.co/7xbT3xUPIr via @jewishchron,Pacific Time (US & Canada),https://t.co/0x76wEIAwR,3104464336,"[User(ID=26799530, ScreenName=JewishChron)]",False,874376431949795330
False,Fri Aug 28 14:49:47 +0000 2009,False,False,,269,70,504,False,en,1,"Kent, UK",suminda ratnayaka,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,False,,http://pbs.twimg.com/profile_images/3030546719/486455441ae21a0ead3fbd02a51b6508_normal.jpeg,088253,E3E2DE,634047,False,suminda_r,Fri Jan 19 11:42:30 +0000 2018,[],en,227,when does the @ECB_cricket publish the tour dates for Eng v Sri Lanka 2018 pls?,London,,69605871,"[User(ID=18673041, ScreenName=ECB_cricket)]",False,874376431949795330
False,Mon Aug 03 11:14:21 +0000 2015,False,False,,3895,261,875,False,en,0,,real monadomoron,000000,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/3401217922/1489424132,http://pbs.twimg.com/profile_images/955475351601377281/ApD3yUX2_normal.jpg,981CEB,000000,000000,False,MonadoMoron,Thu Feb 08 18:39:29 +0000 2018,[],en,8263,https://t.co/VRQoSUY5iG this is the greatest banner ever,Pacific Time (US & Canada),,3401217922,[],False,874376431949795330
False,Wed Apr 14 08:43:27 +0000 2010,True,False,Conseiller délégué aux financements européens Est Ensemble / Conseiller municipal à #Montreuil (93) CoPdt Gpe Écologistes & Citoyens EELV/ Universitaire UPEM,508,1003,1226,True,en,51,"Montreuil, Ile-de-France",Gilles Robel,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/132829705/1448807996,http://pbs.twimg.com/profile_images/701773238272192512/OuUjEBAJ_normal.jpg,1DA1F2,DDEEF6,333333,False,GillesRobel,Thu Feb 08 11:00:01 +0000 2018,[],fr,6178,RT @montreuilecolo: Intervention de Gilles Robel sur le Rapport sur la situation en matière d'égalité entre les... https://t.co/l2sKdKs7YO…,,,132829705,"[User(ID=912993753669013504, ScreenName=montreuilecolo)]",False,874376431949795330
False,Thu Feb 18 12:47:18 +0000 2016,False,False,"🇺🇸 liberal.  no idea how twitter works. I like  nuanced political discussion, but also shitposting. RT's not my responsibility.",34273,364,1505,False,en,8,,"Ser Toby Ziegler, servant of King Renly Baratheon.",000000,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/4927653311/1517512794,http://pbs.twimg.com/profile_images/958896501983342592/UJx3QscC_normal.jpg,FAB81E,000000,000000,False,_tw33tz_,Thu Feb 08 21:18:30 +0000 2018,[],en,30658,Jarvanka lives! https://t.co/HhMxvgrugj,,https://t.co/USv59ozaE8,4927653311,[],False,874376431949795330
False,Fri Sep 19 11:11:44 +0000 2014,False,False,"When my feet hit the floor each morning the devil says ""Oh hell, she's up!"" #Catholic Intégriste Wife Mother #BREXIT Former academic Ex-BBC/MSN Ex-feminist/SJW",1476,1009,1892,True,en,19,NINEVEH90 =Twitter fast,AntoniaScribe ن,000000,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2775559109/1508055576,http://pbs.twimg.com/profile_images/919872320679960576/oUl2Ca8x_normal.jpg,91D2FA,000000,000000,True,AntoniaScribe,NaN,NaN,NaN,5778,NaN,London,https://t.co/Vs2coHJtAk,2775559109,NaN,False,874376431949795330
False,Sat May 21 20:11:47 +0000 2011,True,False,My family first. my country second. stand by what you believe is right and be honest. LFC YNWA ⚽️⛳️🇬🇧 BAN THE SUN 👎,5306,461,1162,True,en,3,"Liverpool, England",john c,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/302815128/1456701875,http://pbs.twimg.com/profile_images/871145913493975041/NL3NXI3y_normal.jpg,1DA1F2,DDEEF6,333333,False,johnc39,Thu Feb 08 00:46:31 +0000 2018,[],en,1618,RT @SimplyVanDijk: Share this! Download it and rt because the FA keep taking it down https://t.co/TBkeUFdBtZ,,,302815128,"[User(ID=3958983376, ScreenName=SimplyVanDijk)]",False,874376431949795330
False,Wed Jun 02 23:51:00 +0000 2010,True,False,DM me.,457,116,642,False,en,1,deptford se london  ,Johno,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/916053300520341504/UGEL-sPL_normal.jpg,1DA1F2,DDEEF6,333333,False,jto247,Tue Oct 17 18:37:22 +0000 2017,[],en,84,"RT @FrankWords_: Film of the Year 2009 Play Off - Winner goes into the final with
Inglorious Basterds
District 9
Taken",,,151245369,"[User(ID=2501631114, ScreenName=FrankWords_)]",False,874376431949795330
