contributors_enabled,created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,geo_enabled,lang,listed_count,location,name,profile_background_color,profile_background_image_url,profile_background_tile,profile_banner_url,profile_image_url,profile_link_color,profile_sidebar_fill_color,profile_text_color,protected,screen_name,status_created_at,status_hashtags,status_lang,statuses_count,text,time_zone,url,user_id,user_mentions,verified,follows_subject
False,Tue Oct 04 10:03:37 +0000 2011,False,False,"Medical Physics technologist/UNISON rep/ @TheMaitland1899 admin/
Chair of @EdinZSC_2017",4012,801,1424,True,en,17,Edinburgh,Ramsay Clark,66FFE6,http://pbs.twimg.com/profile_background_images/572833883071062016/2RvgAfaz.jpeg,False,https://pbs.twimg.com/profile_banners/384788580/1511817513,http://pbs.twimg.com/profile_images/877560613194665984/bdrQL3vs_normal.jpg,DD2E44,C0DFEC,333333,False,JJRambo_,Sun Feb 04 22:38:37 +0000 2018,[],en,11176,"RT @giuseppe_mara: @Far_Right_Watch Mass media in Italy never use the word ""terrorist"", rarely ""fascist"". He was Salvini's Lega candidate f…",Edinburgh,,384788580,"[User(ID=880080019, ScreenName=giuseppe_mara), User(ID=431922490, ScreenName=Far_Right_Watch)]",False,919645332891492356
False,Sun Apr 20 10:42:39 +0000 2008,False,False,Leader/Arweinydd Plaid Cymru - the Party of Wales. Aelod Cynulliad / Assembly Member for the Rhondda.,2367,54324,867,False,en,703,Rhondda,LeanneWood 🏴󠁧󠁢󠁷󠁬󠁳󠁿,0E2D10,http://pbs.twimg.com/profile_background_images/181925794/x7a2d740e1f3e6f21ca97072532e4d8c.jpg,False,https://pbs.twimg.com/profile_banners/14450739/1415560791,http://pbs.twimg.com/profile_images/754735982323245056/tJ22GVtP_normal.jpg,0084B4,DDEEF6,333333,False,LeanneWood,Thu Feb 08 16:09:43 +0000 2018,[],en,23599,"@GEvans7777 @Plaid_Cymru @RhonddaPlaid No, but I represent the Rhondda &amp; I was asking the question from the perspective of my constituency.",London,https://t.co/zDs649r81e,14450739,"[User(ID=254475651, ScreenName=GEvans7777), User(ID=14411725, ScreenName=Plaid_Cymru), User(ID=729023040, ScreenName=RhonddaPlaid)]",True,919645332891492356
False,Fri Oct 08 21:55:00 +0000 2010,True,False,"Welsh internationalist, member of Plaid Cymru.",7273,553,1381,False,en,11,,Andrew Jinks,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/200272558/1411526917,http://pbs.twimg.com/profile_images/518802495645036544/-3XIi5-5_normal.png,1DA1F2,DDEEF6,333333,False,andrew_jinks,Thu Feb 08 16:05:13 +0000 2018,[],en,5040,"RT @RhunapIorwerth: i.e. I won’t vote for a Plaid Cymru motion, even though I agree wholehertedly with it, because it is a Plaid Cymru moti…",,,200272558,"[User(ID=126276020, ScreenName=RhunapIorwerth)]",False,919645332891492356
False,Fri Aug 10 20:36:08 +0000 2012,False,False,"#Transgender & #LGBT activist,@YorkLGBT Forum co-chair. part of the 'Free to be me' team  #publicspeaker #diversity #equality",2875,15911,15406,False,en,80,York,LisaKelly,000000,http://abs.twimg.com/images/themes/theme10/bg.gif,False,https://pbs.twimg.com/profile_banners/750012859/1515485208,http://pbs.twimg.com/profile_images/844962949609541632/oklkNnHo_normal.jpg,F58EA8,000000,000000,False,LisaKelly2013,Thu Feb 08 16:27:54 +0000 2018,[],en,7093,"Always tell yourself - ""I can do this""
Always remind yourself -'It doesn't matter if it takes several attempts'
Rem… https://t.co/xeqcMlxgs7",London,https://t.co/0ppUGthe6D,750012859,[],False,919645332891492356
False,Wed Feb 16 11:30:31 +0000 2011,False,False,"animal lover, technology , world affairs , humanitarian, proud anti Brexiter  #FBPE",2777,364,918,False,en,3,Edge of the Galaxy,Alan,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,False,https://pbs.twimg.com/profile_banners/253015093/1353314616,http://pbs.twimg.com/profile_images/813682695222001664/MeF-5Tk2_normal.jpg,0084B4,DDFFCC,333333,False,alleycat_69,Tue Feb 06 20:15:51 +0000 2018,[],en,1912,RT @Parveen_Comms: Thank you to the suffragettes who fought for equality for women. They changed the world into a fairer place not just for…,London,,253015093,"[User(ID=382328184, ScreenName=Parveen_Comms)]",False,919645332891492356
False,Tue Mar 21 18:10:12 +0000 2017,False,False,"YesCymru Abertawe's monthly comedy night at the Schooner Inn, Swansea / Noson gomedi fisol YesCymru Abertawe yn nhafarn y Schooner, Abertawe",5,1046,3628,False,en,3,"Swansea, Wales",StandUpForWales,000000,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/844249800786804736/1515422552,http://pbs.twimg.com/profile_images/844252190738989056/YZyVJor-_normal.jpg,19CF86,000000,000000,False,StandUpForWales,Tue Feb 06 15:58:43 +0000 2018,[],cy,212,Byddwn ni'n 'Sefyll Lan Dros Gymru' yn fuan. Gwyliwch y gofod!,London,https://t.co/CELyJzK4Ph,844249800786804736,[],False,919645332891492356
False,Sat Oct 21 14:56:12 +0000 2017,False,False,"#EUSuperGirl 🇪🇺 Writer, Artist and Singer. Fighting for my rights and our future within the EU 🇪🇺 Find my books and songs on Amazon...",1716,4744,4817,False,en,39,"Sheffield, England",EU Super Girl #FBPE,000000,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/921751980460175361/1508714612,http://pbs.twimg.com/profile_images/921754286681415680/-ew2VUed_normal.jpg,F58EA8,000000,000000,False,superEUgirl,Thu Feb 08 16:01:52 +0000 2018,[],en,854,"RT @Jon_e_G: ""I'm wearing an elf outfit!!!"" Please follow and support the brilliant Madeleina Kay @albawhitewolf https://t.co/P6HNUfPm9d",,https://t.co/PzJayQAPPd,921751980460175361,"[User(ID=15016431, ScreenName=Jon_e_G), User(ID=722194882417336320, ScreenName=albawhitewolf)]",False,919645332891492356
False,Tue Sep 29 15:22:58 +0000 2009,False,False,"Senior software eng, amateur writer, pro reader, halal eater, life time student, practicing muslim. A Turkish man in Norwich. Co-Founder of @PandoraXStudios",123,7420,4484,True,en,35,Norwich,Emrah Aydinalp,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,False,https://pbs.twimg.com/profile_banners/78337155/1476438858,http://pbs.twimg.com/profile_images/876445517793906688/uAlhiV73_normal.jpg,2FC2EF,252429,666666,False,ClumsyMaster,Thu Feb 08 09:30:50 +0000 2018,"[Hashtag(Text='Afrin'), Hashtag(Text='OliveBranchOperation')]",en,3182,Video proof of Turkish soldiers are torturing civilians during #Afrin operation #OliveBranchOperation https://t.co/mVPwLllqnL,London,https://t.co/PQxpcyiVWa,78337155,[],False,919645332891492356
False,Tue Dec 13 11:24:51 +0000 2016,True,False,Official Twitter profile for Isle Of Wight Pride! Sat 21st July 2018!! Host for #UKPride2018...Follow us on Facebook/IWPride. Email us at Info@IWPride.org,3594,2176,2495,False,en,26,,Isle Of Wight Pride,F5F8FA,,False,https://pbs.twimg.com/profile_banners/808633780105805824/1509120316,http://pbs.twimg.com/profile_images/949716418043568128/cbhx502N_normal.jpg,1DA1F2,DDEEF6,333333,False,IWPride,Thu Feb 08 14:04:42 +0000 2018,[Hashtag(Text='LGBTHM18')],en,1764,IWPride are featured in this years #LGBTHM18 magazine ❤️❤️ have a little read and check it out xx https://t.co/WDgThnJpmi,Pacific Time (US & Canada),https://t.co/mu6LJccIQJ,808633780105805824,[],False,919645332891492356
False,Tue Jun 23 10:35:02 +0000 2009,True,False,"Activist, Teacher, FBPE Philosopher  Psychotherapist  Ecosocialist Existential Jungian. supporter  indy Wales. Republican anti fascist Pagan  blog All Too Human",947,1498,5001,True,en,29,Ystradgynlais and Swansea,Martyn .J.Shrewsbury,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/49942188/1504074517,http://pbs.twimg.com/profile_images/942740021525741570/2Er-CqyE_normal.jpg,1DA1F2,DDEEF6,333333,True,Fraterecat,NaN,NaN,NaN,7014,NaN,,https://t.co/5vPOqtciLN,49942188,NaN,False,919645332891492356
